📺 CCTV,#genre#
CGTN 西班牙语,rtsp://150.138.8.132/PLTV/88888888/224/3221226980/409210242.smil
CGTN 法语,rtsp://150.138.8.132/PLTV/88888888/224/3221227074/409210237.smil
CGTN 阿拉伯语,rtsp://150.138.8.132/PLTV/88888888/224/3221227109/409210246.smil
CGTN 俄语,rtsp://150.138.8.132/PLTV/88888888/224/3221227113/409209241.smil
CCTV NEWS,rtsp://150.138.8.132/PLTV/88888888/224/3221226112/10000100000000060000000002713888_0.smil
生态环境,rtsp://150.138.8.132/PLTV/88888888/224/3221227276/505952660.smil
延边卫视,rtsp://150.138.8.132/PLTV/88888888/224/3221227334/469553263.smil
中学生,rtsp://150.138.8.132/PLTV/88888888/224/3221227434/523619250.smil
都市剧场,rtsp://150.138.8.132/PLTV/88888888/224/3221227147/443330119.smil
精彩影视,rtsp://150.138.8.132/PLTV/88888888/224/3221227155/443330176.smil
动漫秀场,rtsp://150.138.8.132/PLTV/88888888/224/3221227297/443309884.smil
新动漫,rtsp://150.138.8.132/PLTV/88888888/224/3221227333/443330107.smil
优优宝贝,rtsp://150.138.8.132/PLTV/88888888/224/3221227023/410462866.smil
武术世界,rtsp://150.138.8.132/PLTV/88888888/224/3221227337/443330026.smil
快乐垂钓,rtsp://150.138.8.132/PLTV/88888888/224/3221227156/443330036.smil
先锋乒羽,rtsp://150.138.8.132/PLTV/88888888/224/3221227286/443330141.smil
四海钓鱼,rtsp://150.138.8.132/PLTV/88888888/224/3221227449/527408516.smil
求索纪录,rtsp://150.138.8.132/PLTV/88888888/224/3221227231/457055034.smil
梨园,rtsp://150.138.8.132/PLTV/88888888/224/3221227282/443330131.smil
金色学堂,rtsp://150.138.8.132/PLTV/88888888/224/3221227262/443309935.smil
生活时尚,rtsp://150.138.8.132/PLTV/88888888/224/3221227325/443310000.smil
乐游,rtsp://150.138.8.132/PLTV/88888888/224/3221227139/443310012.smil
法治天地,rtsp://150.138.8.132/PLTV/88888888/224/3221227152/443310024.smil
游戏风云,rtsp://150.138.8.132/PLTV/88888888/224/3221227143/443310036.smil
东方财经,rtsp://150.138.8.132/PLTV/88888888/224/3221227270/443310048.smil
文物宝库,rtsp://150.138.8.132/PLTV/88888888/224/3221227341/443330186.smil
茶,rtsp://150.138.8.132/PLTV/88888888/224/3221227290/443330153.smil
书画,rtsp://150.138.8.132/PLTV/88888888/224/3221227163/443330165.smil
财富天下,rtsp://150.138.8.132/PLTV/88888888/224/3221226206/10000100000000060000000002936465_0.smil
环球旅游,rtsp://150.138.8.132/PLTV/88888888/224/3221227149/410462831.smil
CHC家庭影院,rtsp://150.138.8.132/PLTV/88888888/224/3221227188/454656891.smil
CHC影迷电影,rtsp://150.138.8.132/PLTV/88888888/224/3221227180/454656879.smil
CHC动作电影,rtsp://150.138.8.132/PLTV/88888888/224/3221227184/454656910.smil
山东广播电视台经济广播,rtsp://150.138.8.132/PLTV/88888888/224/3221227366/490711725.smil
山东广播电视台交通广播,rtsp://150.138.8.132/PLTV/88888888/224/3221227370/495807202.smil
北京纪实科教,rtsp://150.138.8.132/PLTV/88888888/224/3221226225/10000100000000060000000003301187_0.smil
汽摩频道,rtsp://150.138.8.132/PLTV/88888888/224/3221227346/479155502.smil

📺  景区,#genre#
青岛五四广场,http://video11.qtv.com.cn/aqdwsgc2022/manifest.m3u8
青岛奥帆中心,http://video10.qtv.com.cn/aqdafzx2022/manifest.m3u8
青岛太平角,http://video10.qtv.com.cn/aqdtp2022/manifest.m3u8
青岛快速路1,http://video10.qtv.com.cn/sxt1/manifest.m3u8
青岛快速路2,http://video10.qtv.com.cn/sxt3/manifest.m3u8
青岛快速路3,http://video10.qtv.com.cn/sxt2/manifest.m3u8
直播中国,http://gctxyc.liveplay.myqcloud.com/gc/wgw05_1/index.m3u8?contentid=2820180516001


